X,Y,Grant.ID,fullAddress,OBJECTID,UNIT_COUNT,CNTY_FIPS,COUNTY,MSSA_ID,MSSA_NAME,DEFINITION,POPDENSITY,AREA_SQMI,POP,PCSA,PCSA_SCORE,PC_PHYS,PC_PHYS_R_,POVScore,PHYSRatioS,Shape__Are,Shape__Len
-119.645478,36.33611801,2253171-2223,"1025 N Douty St, Hanford, CA 93230",399,19,31,Kings,69,Armona/Hanford/Lemoore,Urban,262.4376378,25.62183514,59224,Yes,5,67,1566.029851,3,2,0.105948952,1.643727328
-117.924919,34.067268,2253176-2223,"420 S. Glendora Ave, West Covina, CA 91790",502,28,37,Los Angeles,78.2www,Valinda/West Covina,Urban,7206.198535,0.34132143,49898,No,2,140,917.4571429,2,0,0.004443462,0.436331114
-118.196244,34.10759698,2253283-2223,"5420 N Figueroa St, Los Angeles, CA 90042",455,34,37,Los Angeles,78.2i,El Sereno North/Highland Park/Montecito Heights/Monterey Hills,Urban,12132.26458,0.33697908,29797,Yes,8,53,2276.641509,5,3,0.002544576,0.364269935
-117.275864,34.13502001,2253291-2223,"2101 N. Waterman Ave, San Bernardino, CA 92404",128,23,71,San Bernardino,151k,Highland/San Bernardino East,Urban,4287.922478,0.50097747,53278,Yes,6,111,1065.531532,5,1,0.007192029,0.497433918
-117.75052,34.04316001,2253286-2223,"1555 S Garey Ave, Pomona, CA 91766",489,23,37,Los Angeles,78.2ss,Pomona East and South,Urban,8383.611526,0.69817415,28451,Yes,6,69,1670.855072,4,2,0.003513707,0.374058476
-122.132918,38.00681501,2253179-2223,"2500 Alhambra, Martinez, CA 94553",242,17,13,Contra Costa,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,1039.076704,0.24155107,69975,No,1,248,353.2459677,1,0,0.022054904,1.047739725
-121.052455,37.70650902,2253269-2223,"4601 Dale Road, Modesto, CA 95356",284,15,99,Stanislaus,215a,Modesto West,Urban,2556.020461,0.67715032,55311,No,3,196.5,409.2569975,3,0,0.008311277,0.60310799
-118.348158,33.95073801,2253285-2223,"555 E Hardy St, Inglewood, CA 90301",482,25,37,Los Angeles,78.2q,Del Aire/Inglewood West/Los Angeles International Airport,Urban,5166.28456,0.3796563,54773,No,3,129,782.4651163,3,0,0.004925678,0.409185401
-120.995865,37.664118,2253207-2223,"1400 Florida Ave Suite 102, Modesto, CA 95350",284,15,99,Stanislaus,215a,Modesto West,Urban,2556.020461,0.67715032,55311,No,3,196.5,409.2569975,3,0,0.008311277,0.60310799
-119.33212,36.23476098,2253266-2223,"2059 Hillman St, Tulare, CA 93274",307,15,107,Tulare,230,Tipton/Tulare/Woodville,Rural,220.1281827,1.00112947,31467,Yes,7,38,2008.026316,4,3,0.089478216,1.397097766
-117.297745,34.47172702,2253287-2223,"16850 Bear Valley Rd, Victorville, CA 92395",108,25,71,San Bernardino,145.1a,Hesperia West/Mountain View Acres/Victorville Central and South,Urban,1020.402681,6.6742517,90607,Yes,6,98.33333333,1850.044068,4,2,0.044414175,1.045505301
-121.4813254,38.57055663,2253205-2223,"1500 21st Street, Sacramento, CA 95811",98,30,67,Sacramento,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,Urban,3793.154964,2.17485217,81441,Yes,6,117,1054.478632,5,1,0.00869414,0.820793997
-118.208376,34.05799598,2253256-2223,"1200 North State St, Los Angeles, CA 90033",446,32,37,Los Angeles,78.2ffff,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,16209.12804,0.33727432,44315,Yes,5,917,105.8898582,5,0,0.001634674,0.332299999
-118.2085704,34.05720254,2253170-2223,"1983 Marengo Street, Los Angeles, CA 90033",446,32,37,Los Angeles,78.2ffff,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,16209.12804,0.33727432,44315,Yes,5,917,105.8898582,5,0,0.001634674,0.332299999
-117.152085,32.79869101,2253246-2223,"3020 Children's Way, San Diego, CA 92123",150,25,73,San Diego,161b,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,Urban,5302.957947,0.65211843,81628,No,2,825,120.7321212,2,0,0.004715697,0.505206668
-117.299301,34.09693998,2253241-2223,"250 S G Street, San Bernardino, CA 92410",124,23,71,San Bernardino,151g,Muscoy/San Bernardino Central,Urban,5086.512783,1.48810372,40916,Yes,9,49,2560.122449,5,4,0.006289194,0.474749639
-117.299301,34.09693998,2253186-2223,"250 S G Street, San Bernardino, CA 92410",124,23,71,San Bernardino,151g,Muscoy/San Bernardino Central,Urban,5086.512783,1.48810372,40916,Yes,9,49,2560.122449,5,4,0.006289194,0.474749639
-117.264076,34.04954698,2253162-2223,"11234 Anderson Street, Loma Linda, CA 92354",126,19,71,San Bernardino,151i,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,Urban,2159.018998,1.3636069,67874,No,3,393.5,265.1689962,3,0,0.012300156,0.856231952
-117.299301,34.09693998,2253218-2223,"250 S G Street, San Bernardino, CA 92410",124,23,71,San Bernardino,151g,Muscoy/San Bernardino Central,Urban,5086.512783,1.48810372,40916,Yes,9,49,2560.122449,5,4,0.006289194,0.474749639
-117.299301,34.09693998,2253237-2223,"250 S G Street, San Bernardino, CA 92410",124,23,71,San Bernardino,151g,Muscoy/San Bernardino Central,Urban,5086.512783,1.48810372,40916,Yes,9,49,2560.122449,5,4,0.006289194,0.474749639
-121.4553856,38.55204268,2253255-2223,"2521 Stockton Blvd, Suite 4200, Sacramento, CA 95817",94,26,67,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,6809.313697,0.53533903,77344,Yes,5,410,300.9243902,5,0,0.004766023,0.349670944
-121.4526676,38.54612635,2253250-2223,"4600 Broadway, Sacramento, CA 95820",94,26,67,Sacramento,139f,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,6809.313697,0.53533903,77344,Yes,5,410,300.9243902,5,0,0.004766023,0.349670944
-117.381264,33.97663201,2253279-2223,"4445 Magnolia, Riverside, CA 92501",79,22,65,Riverside,135a,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,3015.781677,0.9582344,37607,Yes,8,46,2190.565217,5,3,0.009008183,0.773621201
-117.381264,33.97663201,2253223-2223,"4445 Magnolia Ave, Riverside, CA 92501",79,22,65,Riverside,135a,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,3015.781677,0.9582344,37607,Yes,8,46,2190.565217,5,3,0.009008183,0.773621201
-118.970759,35.38255398,2253161-2223,"1700 Mount Vernon Avenue, Bakersfield, CA 93306",394,24,29,Kern,66b,Bakersfield East/Lakeview/La Loma,Urban,3675.476769,1.03329319,38446,Yes,9,49,2917.877551,5,4,0.009839742,0.449317537
-117.183718,33.558878,2285467-2223,"25500 Medical Center Dr, Murrieta, CA 92562",71,25,65,Riverside,131a,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,Urban,877.4406704,3.72020591,88575,Yes,5,68,2204.676471,2,3,0.04166562,1.215364486
-118.241754,33.92397199,2253175-2223,"1670 East 120th Street, Los Angeles, CA 90059",478,26,37,Los Angeles,78.2ooo,Paramount North/Willowbrook,Urban,12505.95701,0.26095104,32260,Yes,10,41,3354.268293,5,5,0.002728319,0.574800082
-123.204511,39.15340702,2253172-2223,"260 Hospital Drive, Suite 103, Ukiah, CA 95482",530,5,45,Mendocino,93.1,Ukiah,Rural,116.7373993,2.03254889,19533,No,4,44.5,619.505618,4,0,0.06595052,2.068211396
-118.917902,35.37700801,2253177-2223,"7800 Niles St, Bakersfield, CA 93306",393,21,29,Kern,66a,Bakersfield Northeast/Oildale,Urban,627.8763742,1.0975318,62656,No,4,199,536.9798995,4,0,0.043220388,1.31935357
-117.168009,33.71954802,2253221-2223,"28400 McCall Blvd, Sun City, CA 92685",75,30,65,Riverside,133.1,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,1216.16862,10.63019521,91265,Yes,8,43,4254,3,5,0.036537039,1.347775299
-122.404931,37.75558799,2253253-2223,"1001 Potrero Ave, San Francisco, CA 94110",173,24,75,San Francisco,162c,Bernal Heights/Mission District/Potrero Hill,Urban,22965.93635,0.21027477,75633,No,2,394,284.9746193,2,0,0.001287315,0.370995565
-119.78404,36.742852,2253167-2223,"2823 Fresno St., Fresno, CA 93721",359,20,19,Fresno,35c,Fresno West Central,Urban,6845.721182,0.49553136,35392,Yes,5,109.1666667,749.6610687,5,0,0.003206182,0.252897002
-117.868008,33.75133299,2286876-2223,"800 N. Main St, Orange, CA 92701",30,16,59,Orange,116b,Santa Ana Central,Urban,19240.88463,0.20953965,11121,Yes,7,68,1654.926471,5,2,0.001527458,0.217099919
-117.075383,32.62859001,2253196-2223,"678 Third ave, Chula Vista, CA 91910",159,18,73,San Diego,161k,Chula Vista Central and Northwest/National City West,Urban,7747.189037,0.28329004,23371,Yes,5,131,585.0610687,5,0,0.002570529,0.335271078
-122.231684,37.79828801,2253156-2223,"1411 East 31st Street, Oakland, CA 94602",341,29,1,Alameda,2c,Oakland West Central,Urban,10976.16847,0.08793611,68948,Yes,5,354.5,242.1382229,5,0,0.002002612,0.387876428
-118.265103,34.036729,2286416-2223,"1400 South Grand Avenue, Suite 101, Los Angeles, CA 90015",446,32,37,Los Angeles,78.2ffff,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,16209.12804,0.33727432,44315,Yes,5,917,105.8898582,5,0,0.001634674,0.332299999
-121.282416,37.88664802,2253224-2223,"500 W. Hospital Rd, French Camp, CA 95231",187,31,77,San Joaquin,169b,French Camp/Stockton South/Stockton Southeast,Urban,1568.284965,16.20096385,55734,Yes,6,134,1034.261194,5,1,0.023672387,0.867501015
-117.350598,34.073509,2253212-2223,"400 N. Pepper Ave., Colton, CA 92324",123,26,71,San Bernardino,151f,Bloomington/Colton Central and West/Fontana South/Rialto South,Urban,3523.815029,1.00146442,28253,No,4,468,309.1452992,4,0,0.010538776,0.633237979
-116.969778,33.79513698,2253280-2223,"651 N. State St. Suite 5, San Jacinto, CA 92583",74,32,65,Riverside,132,East Hemet/Hemet/Valle Vista,Urban,1312.11894,0.50024918,86327,Yes,6,93,1564.096774,4,2,0.027199986,0.913926331
-118.193076,33.80692001,2253220-2223,"2776 Pacific Avenue, Long Beach, CA 90806",469,27,37,Los Angeles,78.2lll,Bixby Knolls/Long Beach Central,Urban,7556.453921,0.35096251,74183,No,2,274,404.1569343,2,0,0.003680429,0.408778897
-118.88241,34.207455,2286485-2223,"215 W Janss Rd, Thousand Oaks, CA 91360",320,24,111,Ventura,240b,Thousand Oaks Central and West,Urban,850.1758485,1.84624822,93621,No,1,156,717.6153846,1,0,0.034415562,0.939347461
-117.350598,34.073509,2253157-2223,"400 N. Pepper Ave., Colton, CA 92324",123,26,71,San Bernardino,151f,Bloomington/Colton Central and West/Fontana South/Rialto South,Urban,3523.815029,1.00146442,28253,No,4,468,309.1452992,4,0,0.010538776,0.633237979
-117.350598,34.073509,2253233-2223,"400 N. Pepper Ave., Colton, CA 92324",123,26,71,San Bernardino,151f,Bloomington/Colton Central and West/Fontana South/Rialto South,Urban,3523.815029,1.00146442,28253,No,4,468,309.1452992,4,0,0.010538776,0.633237979
